DEVICE_ID,EVENT,Cook_Mode,Cook_menu,Cookingtime
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,레인지 자동,우유데우기,60
id_00002,요리시작,레인지 자동,달걀찜,290
id_00002,요리시작,건강 튀김 자동,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,스팀 자동,냉동핫도그,420
id_00002,요리시작,건강 튀김 자동,냉동돈가스,690
id_00002,요리시작,건강 튀김 자동,냉동감자,690
id_00002,요리시작,건강 튀김 자동,프라이드치킨,1040
id_00002,요리시작,건강 튀김 자동,프라이드치킨,1040
id_00002,요리시작,최근사용메뉴,프라이드치킨,1080
id_00002,요리시작,최근사용메뉴,냉동감자,810
id_00002,요리시작,건강 튀김 자동,냉동감자,795
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,오븐 자동,군고구마,1890
id_00002,요리시작,건강 튀김 자동,프라이드치킨,1080
id_00002,요리시작,최근사용메뉴,군고구마,2040
id_00002,요리시작,최근사용메뉴,군고구마,2040
id_00002,요리시작,최근사용메뉴,냉동감자,810
id_00002,요리시작,건강 튀김 자동,냉동돈가스,750
id_00002,요리시작,최근사용메뉴,냉동돈가스,690
id_00002,요리시작,건강 튀김 자동,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,오븐 자동,군고구마,1440
id_00002,요리시작,건강 튀김 자동,냉동너겟,420
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,오븐 자동,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1440
id_00002,요리시작,레인지 자동,냉동밥데우기,150
id_00002,요리시작,원격 자동 요리,닭다리,856
id_00002,요리시작,건강 튀김 자동,냉동너겟,420
id_00002,요리시작,건강 튀김 자동,냉동군만두,720
id_00002,요리시작,건강 튀김 자동,냉동돈가스,690
id_00002,요리시작,건강 튀김 자동,냉동돈가스,690
id_00002,요리시작,구이 자동,고등어구이,930
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,레인지 자동,감자삶기,780
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,건강 튀김 자동,냉동돈가스,870
id_00002,요리시작,레인지 자동,우유데우기,60
id_00002,요리시작,건강 튀김 자동,냉동돈가스,870
id_00002,요리시작,구이 자동,고등어구이,930
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,건강 튀김 자동,냉동너겟,480
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,건강 튀김 자동,냉동너겟,420
id_00002,요리시작,구이 자동,냉동조기구이,1380
id_00002,요리시작,최근사용메뉴,냉동조기구이,1200
id_00002,요리시작,구이 자동,냉동조기구이,1230
id_00002,요리시작,건강 튀김 자동,냉동너겟,420
id_00002,요리시작,오븐 자동,군고구마,1440
id_00002,요리시작,최근사용메뉴,군고구마,1890
id_00002,요리시작,구이 자동,고등어구이,915
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,건강 튀김 자동,냉동너겟,480
id_00002,요리시작,오븐 자동,군고구마,1740
id_00002,요리시작,구이 자동,고등어구이,900
id_00002,요리시작,구이 자동,냉동조기구이,1380
id_00002,요리시작,구이 자동,냉동조기구이,1260
id_00002,요리시작,구이 자동,냉동조기구이,1260
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,건강 튀김 자동,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,건강 튀김 자동,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,최근사용메뉴,냉동너겟,450
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,최근사용메뉴,냉동너겟,450
id_00002,요리시작,건강 튀김 자동,냉동너겟,480
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,건강 튀김 자동,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,420
id_00002,요리시작,최근사용메뉴,냉동너겟,480
id_00002,요리시작,오븐 자동,군고구마,1440
id_00003,요리시작,레인지 자동,감자삶기,780
id_00003,요리시작,오븐 자동,닭다리,718
id_00003,요리시작,레인지 자동,감자삶기,780
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,구이 자동,가래떡구이,930
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,오븐 자동,군고구마,2040
id_00004,요리시작,구이 자동,스테이크,600
id_00004,요리시작,구이 자동,스테이크,510
id_00004,요리시작,구이 자동,스테이크,570
id_00004,요리시작,구이 자동,스테이크,630
id_00004,요리시작,구이 자동,스테이크,600
id_00004,요리시작,구이 자동,스테이크,600
id_00004,요리시작,오븐 자동,군고구마,1590
id_00004,요리시작,구이 자동,냉동조기구이,1320
id_00004,요리시작,구이 자동,냉동조기구이,1500
id_00004,요리시작,오븐 자동,군고구마,1590
id_00004,요리시작,오븐 자동,군고구마,1440
id_00004,요리시작,오븐 자동,군고구마,1590
id_00004,요리시작,오븐 자동,냉동피자,855
id_00004,요리시작,오븐 자동,냉동피자,855
id_00004,요리시작,최근사용메뉴,군고구마,2040
id_00004,요리시작,오븐 자동,군고구마,2040
id_00004,요리시작,오븐 자동,군고구마,2040
id_00004,요리시작,최근사용메뉴,군고구마,1890
id_00004,요리시작,오븐 자동,군고구마,1890
id_00004,요리시작,오븐 자동,군고구마,1440
id_00004,요리시작,오븐 자동,군고구마,1740
id_00004,요리시작,오븐 자동,군고구마,1440
id_00004,요리시작,오븐 자동,군고구마,1440
id_00004,요리시작,오븐 자동,군고구마,2040
id_00004,요리시작,오븐 자동,군고구마,2040
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,243
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,275
id_00005,요리시작,오븐 자동,군고구마,1590
id_00005,요리시작,오븐 자동,군고구마,1440
id_00005,요리시작,오븐 자동,군고구마,1590
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,레인지 자동,우유데우기,60
id_00005,요리시작,오븐 자동,군고구마,1890
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,토스트 자동,식빵,201
id_00005,요리시작,오븐 자동,냉동피자,810
id_00005,요리시작,오븐 자동,냉동피자,810
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,레인지 자동,우유데우기,60
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,오븐 자동,냉동피자,877
id_00005,요리시작,오븐 자동,군고구마,2040
id_00005,요리시작,레인지 자동,냉동밥데우기,300
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,오븐 자동,냉동피자,710
id_00005,요리시작,오븐 자동,냉동피자,855
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,222
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,275
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,201
id_00005,요리시작,토스트 자동,식빵,292
id_00005,요리시작,토스트 자동,식빵,174
id_00005,요리시작,오븐 자동,냉동피자,855
id_00005,요리시작,토스트 자동,식빵,275
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,토스트 자동,식빵,201
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,오븐 자동,냉동피자,610
id_00005,요리시작,오븐 자동,냉동피자,655
id_00005,요리시작,오븐 자동,냉동피자,810
id_00005,요리시작,오븐 자동,냉동피자,732
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,토스트 자동,식빵,292
id_00005,요리시작,최근사용메뉴,냉동피자,855
id_00005,요리시작,토스트 자동,식빵,275
id_00005,요리시작,오븐 자동,군고구마,1590
id_00005,요리시작,오븐 자동,군고구마,1890
id_00005,요리시작,오븐 자동,군고구마,2040
id_00005,요리시작,오븐 자동,군고구마,1590
id_00005,요리시작,오븐 자동,군고구마,1890
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,174
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,오븐 자동,군고구마,2040
id_00005,요리시작,레인지 자동,우유데우기,60
id_00005,요리시작,레인지 자동,우유데우기,60
id_00005,요리시작,레인지 자동,우유데우기,60
id_00005,요리시작,오븐 자동,군고구마,1440
id_00005,요리시작,오븐 자동,군고구마,1590
id_00005,요리시작,토스트 자동,식빵,275
id_00005,요리시작,토스트 자동,식빵,174
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,222
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,309
id_00005,요리시작,토스트 자동,식빵,243
id_00005,요리시작,토스트 자동,식빵,228
id_00005,요리시작,레인지 자동,우유데우기,60
id_00005,요리시작,토스트 자동,식빵,275
id_00005,요리시작,레인지 자동,우유데우기,60
id_00005,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,레인지 자동,달걀찜,290
id_00007,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,레인지 자동,달걀찜,290
id_00007,요리시작,레인지 자동,달걀찜,290
id_00007,요리시작,최근사용메뉴,마늘빵,600
id_00007,요리시작,최근사용메뉴,냉동피자,855
id_00007,요리시작,토스트 자동,마늘빵,600
id_00007,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,오븐 자동,냉동피자,810
id_00007,요리시작,오븐 자동,군고구마,1590
id_00007,요리시작,레인지 자동,달걀찜,290
id_00007,요리시작,최근사용메뉴,군고구마,1590
id_00007,요리시작,최근사용메뉴,군고구마,1890
id_00007,요리시작,레인지 자동,감자삶기,780
id_00007,요리시작,최근사용메뉴,달걀찜,200
id_00007,요리시작,최근사용메뉴,달걀찜,290
id_00007,요리시작,최근사용메뉴,군고구마,1440
id_00007,요리시작,최근사용메뉴,군고구마,1440
id_00007,요리시작,최근사용메뉴,달걀찜,290
id_00007,요리시작,최근사용메뉴,달걀찜,200
id_00007,요리시작,최근사용메뉴,달걀찜,290
id_00007,요리시작,최근사용메뉴,군고구마,1890
id_00007,요리시작,최근사용메뉴,달걀찜,290
id_00007,요리시작,최근사용메뉴,냉동피자,810
id_00007,요리시작,건강 튀김 자동,냉동너겟,450
id_00007,요리시작,최근사용메뉴,군고구마,1590
id_00007,요리시작,최근사용메뉴,달걀찜,290
id_00007,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,레인지 자동,달걀찜,380
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,최근사용메뉴,달걀찜,290
id_00007,요리시작,최근사용메뉴,달걀찜,200
id_00007,요리시작,레인지 자동,냉동밥데우기,300
id_00007,요리시작,레인지 자동,달걀찜,380
id_00007,요리시작,레인지 자동,냉장밥데우기,80
id_00007,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,레인지 자동,달걀찜,380
id_00007,요리시작,레인지 자동,냉동밥데우기,300
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,냉장밥데우기,80
id_00007,요리시작,레인지 자동,달걀찜,290
id_00007,요리시작,레인지 자동,감자삶기,780
id_00007,요리시작,레인지 자동,냉장밥데우기,80
id_00007,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,레인지 자동,달걀찜,290
id_00007,요리시작,오븐 자동,냉동피자,855
id_00007,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,레인지 자동,우유데우기,60
id_00007,요리시작,레인지 자동,달걀찜,380
id_00007,요리시작,레인지 자동,달걀찜,380
id_00007,요리시작,레인지 자동,달걀찜,290
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,달걀찜,200
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,최근사용메뉴,냉동밥데우기,150
id_00007,요리시작,최근사용메뉴,냉동밥데우기,150
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,달걀찜,380
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,냉동밥데우기,150
id_00007,요리시작,레인지 자동,감자삶기,780
id_00007,요리시작,레인지 자동,달걀찜,200
id_00007,요리시작,레인지 자동,달걀찜,380
id_00007,요리시작,레인지 자동,감자삶기,780
id_00007,요리시작,레인지 자동,달걀찜,380
id_00007,요리시작,레인지 자동,냉동밥데우기,300
id_00008,요리시작,레인지 자동,냉동밥데우기,150
id_00008,요리시작,레인지 자동,냉동밥데우기,150
id_00008,요리시작,레인지 자동,냉동밥데우기,300
id_00008,요리시작,레인지 자동,냉동밥데우기,300
id_00008,요리시작,레인지 자동,냉동밥데우기,150
id_00008,요리시작,원격 자동 요리,식빵,275
id_00008,요리시작,원격 자동 요리,냉동밥데우기,150
id_00008,요리시작,원격 자동 요리,식빵,309
id_00008,요리시작,원격 자동 요리,식빵,275
id_00008,요리시작,레인지 자동,국데우기,120
id_00008,요리시작,레인지 자동,냉장밥데우기,140
id_00008,요리시작,레인지 자동,냉장밥데우기,200
id_00008,요리시작,레인지 자동,냉동밥데우기,300
id_00008,요리시작,레인지 자동,국데우기,210
id_00008,요리시작,레인지 자동,국데우기,120
id_00008,요리시작,레인지 자동,냉장밥데우기,200
id_00008,요리시작,원격 자동 요리,식빵,275
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,원격 자동 요리,식빵,275
id_00008,요리시작,원격 자동 요리,식빵,309
id_00008,요리시작,원격 자동 요리,식빵,309
id_00008,요리시작,최근사용메뉴,달걀찜,290
id_00008,요리시작,레인지 자동,달걀찜,290
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,원격 자동 요리,갈비구이,680
id_00008,요리시작,원격 자동 요리,갈비구이,680
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,베이글,260
id_00008,요리시작,토스트 자동,베이글,240
id_00008,요리시작,구이 자동,고등어구이,930
id_00008,요리시작,구이 자동,냉동조기구이,1380
id_00008,요리시작,토스트 자동,식빵,243
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,원격 자동 요리,갈비구이,720
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,레인지 자동,달걀찜,200
id_00008,요리시작,레인지 자동,달걀찜,290
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,마늘빵,600
id_00008,요리시작,토스트 자동,식빵,292
id_00008,요리시작,레인지 자동,달걀찜,290
id_00008,요리시작,레인지 자동,달걀찜,380
id_00008,요리시작,토스트 자동,식빵,292
id_00008,요리시작,구이 자동,갈비구이,680
id_00008,요리시작,구이 자동,갈비구이,680
id_00008,요리시작,구이 자동,갈비구이,640
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,구이 자동,갈비구이,600
id_00008,요리시작,구이 자동,갈비구이,600
id_00008,요리시작,구이 자동,갈비구이,540
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,마늘빵,600
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,구이 자동,냉동조기구이,1380
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,구이 자동,냉동조기구이,1260
id_00008,요리시작,토스트 자동,마늘빵,360
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,토스트 자동,마늘빵,480
id_00008,요리시작,토스트 자동,마늘빵,480
id_00008,요리시작,토스트 자동,마늘빵,600
id_00008,요리시작,구이 자동,갈치구이,900
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,토스트 자동,베이글,220
id_00008,요리시작,토스트 자동,베이글,260
id_00008,요리시작,레인지 자동,국데우기,210
id_00008,요리시작,토스트 자동,베이글,240
id_00008,요리시작,토스트 자동,마늘빵,600
id_00008,요리시작,토스트 자동,식빵,201
id_00008,요리시작,토스트 자동,식빵,201
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,토스트 자동,식빵,292
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,174
id_00008,요리시작,토스트 자동,마늘빵,630
id_00008,요리시작,토스트 자동,마늘빵,390
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,레인지 자동,달걀찜,380
id_00008,요리시작,레인지 자동,달걀찜,290
id_00008,요리시작,레인지 자동,달걀찜,200
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,레인지 자동,달걀찜,290
id_00008,요리시작,레인지 자동,달걀찜,380
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,292
id_00008,요리시작,토스트 자동,마늘빵,600
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,309
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,베이글,260
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,레인지 자동,달걀찜,380
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,레인지 자동,달걀찜,290
id_00008,요리시작,토스트 자동,식빵,275
id_00008,요리시작,토스트 자동,식빵,275
id_00009,요리시작,원격 자동 요리,구운달걀,7200
id_00009,요리시작,오븐 자동,냉동피자,855
id_00009,요리시작,최근사용메뉴,냉동피자,855
id_00009,요리시작,원격 자동 요리,냉동피자,877
id_00009,요리시작,건강 튀김 자동,냉동너겟,420
id_00009,요리시작,최근사용메뉴,냉동너겟,420
id_00009,요리시작,원격 자동 요리,냉동너겟,450
id_00009,요리시작,건강 튀김 자동,냉동너겟,420
id_00009,요리시작,원격 자동 요리,냉동너겟,450
id_00009,요리시작,원격 자동 요리,냉동군만두,720
id_00009,요리시작,최근사용메뉴,냉동피자,877
id_00009,요리시작,최근사용메뉴,냉동피자,610
id_00009,요리시작,원격 자동 요리,냉동너겟,450
id_00009,요리시작,건강 튀김 자동,냉동군만두,600
id_00009,요리시작,오븐 자동,군고구마,2040
id_00009,요리시작,최근사용메뉴,군고구마,2040
id_00009,요리시작,건강 튀김 자동,냉동군만두,600
id_00009,요리시작,최근사용메뉴,냉동군만두,600
id_00009,요리시작,오븐 자동,냉동피자,832
id_00009,요리시작,최근사용메뉴,군고구마,1440
id_00009,요리시작,최근사용메뉴,군고구마,1440
id_00009,요리시작,최근사용메뉴,군고구마,1590
id_00009,요리시작,오븐 자동,냉동피자,700
id_00009,요리시작,건강 튀김 자동,냉동군만두,720
id_00009,요리시작,최근사용메뉴,냉동군만두,720
id_00011,요리시작,레인지 자동,냉동밥데우기,150
id_00011,요리시작,레인지 자동,냉동밥데우기,150
id_00011,요리시작,레인지 자동,냉동밥데우기,150
id_00011,요리시작,레인지 자동,냉장밥데우기,80
id_00011,요리시작,레인지 자동,냉동밥데우기,150
id_00011,요리시작,레인지 자동,냉장밥데우기,80
id_00011,요리시작,레인지 자동,냉동밥데우기,150
id_00011,요리시작,레인지 자동,냉장밥데우기,80
id_00011,요리시작,레인지 자동,국데우기,120
